mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
31	26	80	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	260								
31	26	323/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	261								
31	26	81	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	262								
31	26	163/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	263	ornamentShortTrill							
31	26	329/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	264								
31	26	165/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	265								
31	26	80	0.0	0	0	FiguredBass	6/8	2	1	0										1/4	5_		
31	26	80	0.75	0	0	Chord	6/8	2	1	3/16			1/8	3/2	266								
31	26	323/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	267								
31	26	81	0.0	1/4	1/4	FiguredBass	6/8	2	1	0										1/8	3		
31	26	81	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	268								
31	26	163/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	269								
31	26	163/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4			1/4	1	270								
31	26	165/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	271								
32	27	83	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	272								
32	27	335/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	273								
32	27	84	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	274								
32	27	169/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	275	ornamentMordent							
32	27	83	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	276								
32	27	169/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16			1/8	3/2	277								
32	27	341/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	278								
32	27	171/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	279								
33	28	86	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	280								
33	28	347/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	281								
33	28	87	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	282								
33	28	175/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	283	ornamentShortTrill							
33	28	353/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	284								
33	28	177/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	285								
33	28	86	0.0	0	0	FiguredBass	6/8	2	1	0										1/4	7_		
33	28	86	0.75	0	0	Chord	6/8	2	1	3/16			1/8	3/2	286								
33	28	347/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	287								
33	28	87	0.0	1/4	1/4	FiguredBass	6/8	2	1	0										1/8	#6		
33	28	87	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	288								
33	28	175/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	289								
33	28	177/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	290								
34	29	89	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	291								
34	29	359/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	292								
34	29	90	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	293								
34	29	181/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	294	ornamentMordent							
34	29	89	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	295								
34	29	181/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16			1/8	3/2	296								
34	29	365/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	297								
34	29	183/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	298								
35	30	92	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	299								
35	30	371/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	300								
35	30	93	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	301								
35	30	187/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	302	ornamentShortTrill							
35	30	377/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	303								
35	30	189/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	304								
35	30	92	0.0	0	0	FiguredBass	6/8	2	1	0										1/4	5_		
35	30	92	0.75	0	0	Chord	6/8	2	1	3/16			1/8	3/2	305								
35	30	371/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	306								
35	30	93	0.0	1/4	1/4	FiguredBass	6/8	2	1	0										1/8	3		
35	30	93	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	307								
35	30	187/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	308								
35	30	187/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4			1/4	1	309								
35	30	189/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	310								
36	31	95	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	311								
36	31	96	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	312								
36	31	193/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	313	ornamentShortTrill							
36	31	389/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	314								
36	31	195/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	315								
36	31	95	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	316								
36	31	96	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	317								
36	31	193/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16			1/8	3/2	318								
36	31	389/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	319								
36	31	195/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	320								
37	32	98	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	321								
37	32	395/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	322								
37	32	99	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	323								
37	32	199/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	324	ornamentShortTrill							
37	32	401/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	325								
37	32	201/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	326								
37	32	98	0.0	0	0	FiguredBass	6/8	2	1	0										3/8	5/_		
37	32	98	0.75	0	0	Chord	6/8	2	1	3/16			1/8	3/2	327	ornamentShortTrill							
37	32	395/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	328								
37	32	99	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	329								
37	32	199/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16			1/8	3/2	330								
37	32	401/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	331								
37	32	201/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	332								
38	33	101	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	333								
38	33	407/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	334								
38	33	102	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	335								
38	33	205/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	336								
38	33	413/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	337								
38	33	207/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	338								
38	33	101	0.0	0	0	FiguredBass	6/8	2	1	0										3/8	5/_		
38	33	101	0.75	0	0	Chord	6/8	2	1	3/16			1/8	3/2	339	ornamentShortTrill							
38	33	407/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	340								
38	33	102	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	341								
38	33	205/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16			1/8	3/2	342								
38	33	413/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	343								
38	33	207/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	#6		
38	33	207/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	344								
39	34	104	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	345	ornamentShortTrill							
39	34	419/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	346								
39	34	105	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	347								
39	34	211/2	0.0	3/8	3/8	Chord	6/8	1	1	0	grace8after		1/8	1	348								
39	34	211/2	0.0	3/8	3/8	Chord	6/8	1	1	0	grace8after		1/8	1	349								
39	34	211/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	350	ornamentShortTrill							
39	34	104	0.75	0	0	Chord	6/8	2	1	3/16			1/8	3/2	351								
39	34	419/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	352								
39	34	105	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	353								
39	34	211/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	354								
39	34	213/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	355								
40	35	107	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	356								
40	35	108	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	357								
40	35	217/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	358								
40	35	437/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	359								
40	35	219/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	360								
40	35	107	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	361								
40	35	108	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	362								
40	35	217/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16			1/8	3/2	363								
40	35	437/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	364								
40	35	219/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	#6		
40	35	219/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	365								
41	36	110	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	366	ornamentShortTrill							
41	36	443/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	367								
41	36	111	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	368								
41	36	223/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	369								
41	36	449/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	370								
41	36	225/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	371								
41	36	110	0.75	0	0	Chord	6/8	2	1	3/16			1/8	3/2	372								
41	36	443/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	373								
41	36	111	0.0	1/4	1/4	FiguredBass	6/8	2	1	0										1/8	6		
41	36	111	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	374								
41	36	223/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16			1/8	3/2	375								
41	36	449/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	376								
41	36	225/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	377								
42	37	113	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	378								
42	37	455/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	379								
42	37	114	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	380								
42	37	229/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	381	ornamentShortTrill							
42	37	461/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	382								
42	37	231/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	383								
42	37	113	0.0	0	0	FiguredBass	6/8	2	1	0										3/16	6		
42	37	113	0.75	0	0	Chord	6/8	2	1	3/16			1/8	3/2	384								
42	37	455/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	385								
42	37	114	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	386								
42	37	229/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16			1/8	3/2	387								
42	37	461/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	388								
42	37	231/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	6		
42	37	231/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	389								
43	38	116	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	390								
43	38	467/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	391								
43	38	117	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	392								
43	38	235/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	393								2
43	38	237/2	0.0	5/8	5/8	Chord	6/8	1	1	0	grace8after		1/8	1	394								
43	38	237/2	0.0	5/8	5/8	Chord	6/8	1	1	0	grace8after		1/8	1	395								
43	38	237/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	396	ornamentShortTrill							
43	38	116	0.0	0	0	FiguredBass	6/8	2	1	0										3/16	7		
43	38	116	0.75	0	0	Chord	6/8	2	1	3/16			1/8	3/2	397								
43	38	467/4	0.0	3/16	3/16	FiguredBass	6/8	2	1	0										1/16	5/		
43	38	467/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	398								
43	38	117	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	399								
43	38	235/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										1/4	6	4	
43	38	235/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	400								
43	38	237/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	3		
43	38	235/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4			1/4	1	401								
43	38	237/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	402								
44	39	119	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	403								
44	39	120	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	404								
44	39	241/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	405								
44	39	485/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	406								
44	39	243/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	407								
44	39	119	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	408								
44	39	239/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	409								
44	39	120	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	410								
44	39	241/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16			1/8	3/2	411								
44	39	485/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	412								
44	39	243/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	#6		
44	39	243/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	413								
45	40	122	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	414	ornamentShortTrill							
45	40	491/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	415								
45	40	123	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	416								
45	40	247/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	417								
45	40	497/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	418								
45	40	249/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	419								
45	40	122	0.75	0	0	Chord	6/8	2	1	3/16			1/8	3/2	420								
45	40	491/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	421								
45	40	123	0.0	1/4	1/4	FiguredBass	6/8	2	1	0										1/8	6		
45	40	123	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	422								
45	40	247/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16			1/8	3/2	423								
45	40	497/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	424								
45	40	249/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	425								
46	41	125	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	426								
46	41	503/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	427								
46	41	126	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	428								
46	41	253/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	429	ornamentShortTrill							
46	41	509/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	430								
46	41	255/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	431								
46	41	125	0.0	0	0	FiguredBass	6/8	2	1	0										3/16	6		
46	41	125	0.75	0	0	Chord	6/8	2	1	3/16			1/8	3/2	432								
46	41	503/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	433								
46	41	126	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	434								
46	41	253/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16			1/8	3/2	435								
46	41	509/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	436								
46	41	255/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	6		
46	41	255/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	437								
47	42	128	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	438								
47	42	515/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	439								
47	42	129	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	440								
47	42	259/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	441								3
47	42	261/2	0.375	5/8	5/8	Chord	6/8	1	1	3/32			1/16	3/2	442	ornamentShortTrill							
47	42	1047/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32			1/32	1	443								
47	42	128	0.0	0	0	FiguredBass	6/8	2	1	0										3/16	7		
47	42	128	0.75	0	0	Chord	6/8	2	1	3/16			1/8	3/2	444								
47	42	515/4	0.0	3/16	3/16	FiguredBass	6/8	2	1	0										1/16	5/		
47	42	515/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	445								
47	42	129	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	446								
47	42	259/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										1/4	6	4	
47	42	259/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	447								
47	42	261/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	3		
47	42	259/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4			1/4	1	448								
47	42	261/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	449								
48	43	131	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	450								
48	43	131	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	451								
48	43	263/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	452								
48	43	131	1.0	0	0	Chord	6/8	2	2	1/4			1/4	1	453								
49	43	132	0.0	0	1/4	StaffText	6/8	1	1	0							"<font size=""12""/><font face=""SnellRoundhand BoldScript""/>Notes égales, et coulées"						
49	43	132	0.5	0	1/4	Chord	6/8	1	1	1/8			1/8	1	454								
49	43	265/2	0.5	1/8	3/8	Chord	6/8	1	1	1/8			1/8	1	455								4
49	43	133	0.5	1/4	1/2	Chord	6/8	1	1	1/8			1/8	1	456								4
49	43	267/2	0.5	3/8	5/8	Chord	6/8	1	1	1/8			1/8	1	457								
49	43	132	0.5	0	1/4	Chord	6/8	2	1	1/8			1/8	1	458								
49	43	265/2	0.0	1/8	3/8	FiguredBass	6/8	2	1	0										3/8	6	5_	
49	43	265/2	1.0	1/8	3/8	Chord	6/8	2	1	1/4			1/4	1	459								
49	43	267/2	0.5	3/8	5/8	Chord	6/8	2	1	1/8			1/8	1	460								
50	44	134	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	461								
50	44	269/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	462								
50	44	135	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	463								
50	44	271/2	0.0	3/8	3/8	Chord	6/8	1	1	0	grace8after		1/8	1	464								
50	44	271/2	0.0	3/8	3/8	Chord	6/8	1	1	0	grace8after		1/8	1	465								
50	44	271/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	466	ornamentShortTrill							
50	44	134	0.0	0	0	FiguredBass	6/8	2	1	0										3/8	6_		
50	44	134	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	467								
50	44	135	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	468								
50	44	271/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										3/8	6	5_	
50	44	271/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	469								
50	44	273/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	470								
51	45	137	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	471								
51	45	275/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	472								5
51	45	138	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	473								
51	45	277/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	474								6
51	45	139	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	475								6
51	45	279/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	476								
51	45	137	0.0	0	0	FiguredBass	6/8	2	1	0										3/8	6_		
51	45	137	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	477								
51	45	275/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	478								
51	45	138	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	479								
51	45	277/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										3/8	6	5_	
51	45	277/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	480								
51	45	139	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	481								
51	45	279/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	482								
52	46	140	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	483								
52	46	281/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	484								
52	46	141	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	485								
52	46	283/2	0.0	3/8	3/8	Chord	6/8	1	1	0	grace8after		1/8	1	486								
52	46	283/2	0.0	3/8	3/8	Chord	6/8	1	1	0	grace8after		1/8	1	487								
52	46	283/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	488	ornamentShortTrill							
52	46	140	0.0	0	0	FiguredBass	6/8	2	1	0										3/8	6_		
52	46	140	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	489								
52	46	281/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	490								
52	46	141	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	491								
52	46	283/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										3/8	6	5_	
52	46	283/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	492								
52	46	142	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	493								
52	46	285/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	494								
53	47	143	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	495								
53	47	144	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	496								
53	47	289/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	497								7
53	47	145	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	498								7
53	47	291/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	499								
53	47	143	0.0	0	0	FiguredBass	6/8	2	1	0										3/8	6_		
53	47	143	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	500								
53	47	287/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	501								
53	47	144	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	502								
53	47	289/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										3/8	6	5_	
53	47	289/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	503								
53	47	291/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	504								
54	48	146	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	505								
54	48	293/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	506								
54	48	147	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	507								
54	48	295/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	508								8
54	48	148	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	509								8
54	48	297/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	510								
54	48	146	0.0	0	0	FiguredBass	6/8	2	1	0										3/8	6_		
54	48	146	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	511								
54	48	147	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	512								
54	48	295/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										3/8	6	5_	
54	48	295/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	513								
54	48	297/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	514								
55	49	149	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	515								
55	49	299/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	516								
55	49	150	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	517								
55	49	301/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	518								9
55	49	151	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	519								9
55	49	303/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	520								
55	49	149	0.0	0	0	FiguredBass	6/8	2	1	0										3/8	6_		
55	49	149	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	521								
55	49	150	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	522								
55	49	301/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										3/8	6	5_	
55	49	301/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	523								
55	49	303/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	524								
56	50	152	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	525								
56	50	305/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	526								
56	50	153	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	527								
56	50	307/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	528								
56	50	309/2	0.0	5/8	5/8	Chord	6/8	1	1	0	grace8after		1/8	1	529								
56	50	309/2	0.0	5/8	5/8	Chord	6/8	1	1	0	grace8after		1/8	1	530								
