mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	system_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
34	33	49	0.0	1/8	1/8	FiguredBass	3/8	2	1	0											1/8	7	3	2	
34	33	49	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	260										
34	33	99/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0											1/8	7	3		
34	33	99/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	261										
35	34	50	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	262										
35	34	101/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	263	ornamentTurn									
35	34	51	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	264										
35	34	50	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	265										8
35	34	201/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	266										
35	34	101/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0											1/16	6			
35	34	101/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	267										9
35	34	203/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	268										
35	34	51	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	269										
36	35	103/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	270										
36	35	52	0.75	1/8	1/8	Chord	3/8	1	1	3/16			1/8	3/2	271	ornamentMordent									
36	35	211/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	272										
36	35	103/2	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	273										
36	35	207/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	274										
36	35	52	0.0	1/8	1/8	FiguredBass	3/8	2	1	0											1/8	6	4	3	
36	35	52	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	275	ornamentShortTrill									
36	35	105/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	276										
37	36	53	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	277	ornamentShortTrill									
37	36	53	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	278										10
37	36	107/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	279	ornamentShortTrill									
37	36	215/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	280										
37	36	54	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	281										
37	36	217/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	282										
38	37	109/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	283										
38	37	55	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	284										
38	37	221/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	285										
38	37	111/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	286										
38	37	223/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	287										
38	37	109/2	0.0	0	0	FiguredBass	3/8	2	1	0											1/4	5/			
38	37	109/2	1.0	0	0	Chord	3/8	2	1	1/4			1/4	1	288	ornamentShortTrill									
38	37	111/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	289										
39	38	56	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	290	ornamentShortTrill									
39	38	56	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	291										11
39	38	113/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	292	ornamentShortTrill									
39	38	227/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	293										
39	38	57	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	294										
39	38	229/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	295										
40	39	115/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	296										12
40	39	58	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	297										
40	39	233/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	298										
40	39	117/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	299										
40	39	235/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	300										
40	39	115/2	0.0	0	0	FiguredBass	3/8	2	1	0											1/4	5/			
40	39	115/2	1.0	0	0	Chord	3/8	2	1	1/4			1/4	1	301										
40	39	117/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	302										
41	40	59	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	303	ornamentShortTrill									
41	40	59	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	304										
41	40	237/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	305										
41	40	119/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	306										
41	40	239/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	307										
41	40	60	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	308										
41	40	241/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	309										
42	41	121/2	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	310										
42	41	243/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	311										
42	41	61	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	312										13
42	41	245/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	313										
42	41	123/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	314										14
42	41	247/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	315										
42	41	121/2	0.0	0	0	FiguredBass	3/8	2	1	0											1/4	6			
42	41	121/2	1.0	0	0	Chord	3/8	2	1	1/4			1/4	1	316										
42	41	123/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0											1/8	5/			
42	41	123/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	317										
43	42	62	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	318	ornamentShortTrill									
43	42	249/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	319										
43	42	125/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	320										
43	42	251/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	321										
43	42	63	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	322										
43	42	253/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	323										
43	42	62	0.0	0	0	FiguredBass	3/8	2	1	0											3/8	_			
43	42	62	0.75	0	0	Chord	3/8	2	1	3/16			1/8	3/2	324										
43	42	251/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	325										
43	42	63	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	326										
43	42	253/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	327										
44	43	127/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	328										
44	43	64	0.75	1/8	1/8	Chord	3/8	1	1	3/16			1/8	3/2	329	ornamentMordent									
44	43	259/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	330										
44	43	127/2	0.0	0	0	FiguredBass	3/8	2	1	0											3/8	6_			
44	43	127/2	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	331										
44	43	255/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	332										
44	43	64	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	333										
44	43	257/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	334										
44	43	129/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	335										
44	43	259/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	336										
45	44	65	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	337										
45	44	131/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16			1/8	3/2	338	ornamentMordent									
45	44	265/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	339										
45	44	65	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	340										
45	44	261/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	341										
45	44	131/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0											1/4	6_			
45	44	131/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	342										
45	44	263/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	343										
45	44	66	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	344										
45	44	265/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	345										
46	45	133/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	346	ornamentShortTrill									
46	45	67	0.75	1/8	1/8	Chord	3/8	1	1	3/16			1/8	3/2	347	ornamentMordent									
46	45	271/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	348										
46	45	133/2	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	349										
46	45	267/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	350										
46	45	67	0.0	1/8	1/8	FiguredBass	3/8	2	1	0											1/4	6_			
46	45	67	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	351										
46	45	269/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	352										
46	45	135/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	353										
46	45	271/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	354										
47	46	68	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	355	ornamentMordent									
47	46	69	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	356										
47	46	68	1.0	0	0	Chord	3/8	2	1	1/4			1/4	1	357										
47	46	69	0.0	1/4	1/4	FiguredBass	3/8	2	1	0											1/8	6	5		
47	46	69	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	358										
48	47	139/2	0.375	0	0	Chord	3/8	1	1	3/32			1/16	3/2	359										15
48	47	559/8	0.0625	3/32	3/32	Chord	3/8	1	1	1/64			1/64	1	360										15
48	47	1119/16	0.0625	7/64	7/64	Chord	3/8	1	1	1/64			1/64	1	361										
48	47	70	0.75	1/8	1/8	Chord	3/8	1	1	3/16			1/8	3/2	362	ornamentShortTrill									
48	47	283/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	363										
48	47	139/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	364										
48	47	70	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	365										
48	47	141/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	366										
49	48	71	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	367										16
49	48	143/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	368	ornamentShortTrill									
49	48	287/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	369										
49	48	72	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	370										
49	48	289/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	371										
49	48	71	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	372										
50	49	145/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	373	ornamentShortTrill									
50	49	73	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura		1/8	1	374										
50	49	73	0.75	1/8	1/8	Chord	3/8	1	1	3/16			1/8	3/2	375	ornamentMordent									
50	49	295/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	376										
50	49	145/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	377										17
50	49	73	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	378										
50	49	293/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	379										
50	49	147/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	380										
50	49	295/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	381										
51	50	74	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	382	ornamentMordent									
51	50	75	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	383										
51	50	74	0.0	0	0	FiguredBass	3/8	2	1	0											1/4	6			
51	50	74	1.0	0	0	Chord	3/8	2	1	1/4			1/4	1	384										
51	50	75	0.0	1/4	1/4	FiguredBass	3/8	2	1	0											1/4	6	5_		
51	50	75	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	385										
52	51	151/2	0.375	0	0	Chord	3/8	1	1	3/32			1/16	3/2	386										18
52	51	607/8	0.0625	3/32	3/32	Chord	3/8	1	1	1/64			1/64	1	387										18
52	51	1215/16	0.0625	7/64	7/64	Chord	3/8	1	1	1/64			1/64	1	388										
52	51	76	0.75	1/8	1/8	Chord	3/8	1	1	3/16			1/8	3/2	389	ornamentShortTrill									
52	51	307/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	390										
52	51	151/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	391										
52	51	76	0.0	1/8	1/8	FiguredBass	3/8	2	1	0											1/4	3_			
52	51	76	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	392										
52	51	153/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0											1/8	7			
52	51	153/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	393										
53	52	77	0.0	0	0	SystemText	3/8	1	1	0								Gravé par L.Huë							
53	52	77	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	394										
53	52	77	1.0	0	0	Chord	3/8	2	1	1/4			1/4	1	395										
