mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur	TextLine
31	29	87/2	87/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	7	5/			
31	29	87/2	87/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	243													
31	29	175/4	175/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	244													
31	29	44	44	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	245													
31	29	177/4	177/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	246													
32	30	89/2	89/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	247	ornamentShortTrill												
32	30	45	45	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	248													
32	30	91/2	91/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	249													
32	30	89/2	89/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/16	#3				
32	30	89/2	89/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	250													
32	30	179/4	179/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	251													
32	30	45	45	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	6				
32	30	45	45	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	252													
32	30	91/2	91/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	#6				
32	30	91/2	91/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	253													
33	31	46	46	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	254													
33	31	93/2	93/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	255	ornamentShortTrill												
33	31	189/4	189/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	256													
33	31	46	46	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	257													
33	31	93/2	93/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	#3				
33	31	93/2	93/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	258													
33	31	47	47	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	259													
34	32	95/2	95/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	260													
34	32	48	48	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	261													
34	32	193/4	193/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	262													
34	32	97/2	97/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	263													
34	32	195/4	195/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	264													
34	32	95/2	95/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	265													
34	32	48	48	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	6				
34	32	48	48	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	266													
34	32	193/4	193/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	267													
34	32	97/2	97/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/16	#6	5/			
34	32	97/2	97/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	268													
34	32	195/4	195/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	269													
35	33	49	49	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	270													
35	33	99/2	99/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	271													
35	33	199/4	199/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	272													
35	33	50	50	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	273													
35	33	201/4	201/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	274													
35	33	49	49	0.0	0	0	FiguredBass	3/8	2	1	0												1/4	6_				
35	33	49	49	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	275													
35	33	99/2	99/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	276													
35	33	199/4	199/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	277													
35	33	50	50	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/16	#6	5/			
35	33	50	50	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	278													
35	33	201/4	201/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	279													
36	34	101/2	101/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	280													
36	34	51	51	0.0	1/8	1/8	StaffText	3/8	1	1	0						"<font size=""10.5""/><font face=""SnellRoundhand BoldScript""/>doux"											
36	34	51	51	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	281													
36	34	205/4	205/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	282													
36	34	103/2	103/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	283													
36	34	207/4	207/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	284													
36	34	101/2	101/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/4	6_				
36	34	101/2	101/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	285													
36	34	51	51	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	286													
36	34	205/4	205/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	287													
36	34	103/2	103/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/16	#6	5/			
36	34	103/2	103/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	288													
36	34	207/4	207/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	289													
37	35	52	52	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	290													
37	35	105/2	105/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	291													
37	35	211/4	211/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	292													
37	35	53	53	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	293													
37	35	213/4	213/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	294													
37	35	52	52	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	6				
37	35	52	52	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	295													
37	35	105/2	105/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	296													
37	35	211/4	211/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	297													
37	35	53	53	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/16	#6	5/			
37	35	53	53	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	298													
37	35	213/4	213/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	299													
38	36	107/2	107/2	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	300													
38	36	217/4	217/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	301													
38	36	109/2	109/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	302	ornamentMordent												
38	36	107/2	107/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	6				
38	36	107/2	107/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	303													
38	36	54	54	0.0	1/8	1/8	StaffText	3/8	2	1	0						"<font size=""10.5""/><font face=""SnellRoundhand BoldScript""/>fort"											
38	36	54	54	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	304													
38	36	109/2	109/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	6	5			
38	36	109/2	109/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	305													
39	37	55	55	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	306													
39	37	111/2	111/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	307	ornamentShortTrill												
39	37	225/4	225/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	308													
39	37	55	55	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	6	4_			
39	37	55	55	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	309													
39	37	221/4	221/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	310													
39	37	111/2	111/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												3/16	6				
39	37	111/2	111/2	0.75	1/8	1/8	Chord	3/8	2	1	3/16		1/8	3/2	311	ornamentShortTrill												
39	37	225/4	225/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	312													
40	38	113/2	113/2	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	313													
40	38	229/4	229/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	314													
40	38	115/2	115/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	315	ornamentMordent												
40	38	113/2	113/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	#3				
40	38	113/2	113/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	316													
40	38	57	57	0.0	1/8	1/8	StaffText	3/8	2	1	0						"<font size=""10.5""/><font face=""SnellRoundhand BoldScript""/>doux"											
40	38	57	57	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	3				
40	38	57	57	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	317													
40	38	115/2	115/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	4	2			
41	39	58	58	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	318													
41	39	117/2	117/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	319	ornamentShortTrill												
41	39	237/4	237/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	320													
41	39	58	58	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	6				
41	39	58	58	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	321													
41	39	117/2	117/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												3/16	6				
41	39	117/2	117/2	0.75	1/8	1/8	Chord	3/8	2	1	3/16		1/8	3/2	322	ornamentShortTrill												
41	39	237/4	237/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	323													
42	40	119/2	119/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	324													
42	40	60	60	0.0	1/8	1/8	StaffText	3/8	1	1	0						"<font size=""10.5""/><font face=""SnellRoundhand BoldScript""/>fort"											
42	40	60	60	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	325													
42	40	241/4	241/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	326													
42	40	121/2	121/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	327													
42	40	243/4	243/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	328													
42	40	119/2	119/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	#3				
42	40	119/2	119/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	329													
42	40	60	60	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	6				
42	40	60	60	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	330													
42	40	241/4	241/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	331													
42	40	121/2	121/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/16	#6	5/			
42	40	121/2	121/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	332													
42	40	243/4	243/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	333													
43	41	61	61	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	334													
43	41	123/2	123/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	335													
43	41	247/4	247/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	336													
43	41	62	62	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	337													
43	41	249/4	249/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	338													
43	41	61	61	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	6				
43	41	61	61	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	339													
43	41	123/2	123/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	340													
43	41	247/4	247/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	341													
43	41	62	62	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/16	#6	5/			
43	41	62	62	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	342													
43	41	249/4	249/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	343													
44	42	125/2	125/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	344													
44	42	63	63	0.0	1/8	1/8	StaffText	3/8	1	1	0						"<font size=""10.5""/><font face=""SnellRoundhand BoldScript""/>doux"											
44	42	63	63	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	345													
44	42	253/4	253/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	346													
44	42	127/2	127/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	347													
44	42	255/4	255/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	348													
44	42	125/2	125/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	6				
44	42	125/2	125/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	349													
44	42	63	63	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	350													
44	42	253/4	253/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	351													
44	42	127/2	127/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/16	#6	5/			
44	42	127/2	127/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	352													
44	42	255/4	255/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	353													
45	43	64	64	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	354													
45	43	129/2	129/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	355													
45	43	259/4	259/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	356													
45	43	65	65	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	357													
45	43	261/4	261/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	358													
45	43	64	64	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	6				
45	43	64	64	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	359													
45	43	129/2	129/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	360													
45	43	259/4	259/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	361													
45	43	65	65	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/16	#6	5/			
45	43	65	65	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	362													
45	43	261/4	261/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	363													
46	44	131/2	131/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	364													
46	44	66	66	0.0	1/8	1/8	StaffText	3/8	1	1	0						"<font size=""10.5""/><font face=""SnellRoundhand BoldScript""/>fort"											
46	44	66	66	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	365													
46	44	265/4	265/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	366													
46	44	133/2	133/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	367													
46	44	267/4	267/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	368													
46	44	131/2	131/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	6				
46	44	131/2	131/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	369													
46	44	66	66	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	370													
46	44	133/2	133/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	#6	5			
46	44	133/2	133/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	371													
47	45	67	67	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	372													
47	45	269/4	269/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	373													
47	45	135/2	135/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	374	ornamentShortTrill												
47	45	273/4	273/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	375													
47	45	67	67	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	376													
47	45	135/2	135/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	#3				
47	45	135/2	135/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	377													
47	45	68	68	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	378													
48	46	137/2	137/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	379													
48	46	69	69	0.0	1/8	1/8	StaffText	3/8	1	1	0						"<font size=""10.5""/><font face=""SnellRoundhand BoldScript""/>doux"											
48	46	69	69	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	380													
48	46	277/4	277/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	381													
48	46	139/2	139/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	382													
48	46	279/4	279/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	383													
48	46	137/2	137/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	384													
48	46	69	69	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	6				
48	46	69	69	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	385													
48	46	139/2	139/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	#6	5			
48	46	139/2	139/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	386													
49	47	70	70	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	387													
49	47	281/4	281/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	388													
49	47	141/2	141/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	389	ornamentShortTrill												
49	47	285/4	285/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	390													
49	47	70	70	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	391													
49	47	141/2	141/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/4	#3				
49	47	141/2	141/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	392													
50	48	143/2	143/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	393													
50	48	72	72	0.0	1/8	1/8	StaffText	3/8	1	1	0						"<font size=""10.5""/><font face=""SnellRoundhand BoldScript""/>fort"											
50	48	72	72	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	394													
50	48	289/4	289/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	395													
50	48	145/2	145/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	396													
50	48	291/4	291/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	397													
50	48	143/2	143/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	#3				
50	48	143/2	143/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	398													
50	48	72	72	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	5/				
50	48	72	72	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	399													
50	48	289/4	289/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	400													
50	48	145/2	145/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	401													
50	48	291/4	291/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	402													
51	49	73	73	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	403													
51	49	147/2	147/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	404												2	
51	49	295/4	295/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	405													
51	49	74	74	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	406												3	
51	49	297/4	297/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	407													
51	49	73	73	0.0	0	0	FiguredBass	3/8	2	1	0												1/16	#6				
51	49	73	73	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	408													
51	49	293/4	293/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	409													
51	49	147/2	147/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	5/				
51	49	147/2	147/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	410													
51	49	74	74	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	411													
52	50	149/2	149/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	412												4	
52	50	299/4	299/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	413													
52	50	75	75	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	414												5	
52	50	301/4	301/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	415													
52	50	151/2	151/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	416	ornamentMordent												
52	50	149/2	149/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	417													
52	50	75	75	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	#3				
52	50	75	75	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	418													
52	50	151/2	151/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	6				
52	50	151/2	151/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	419													
53	51	76	76	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	420													
53	51	305/4	305/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	421													
53	51	153/2	153/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	422	ornamentShortTrill												
53	51	309/4	309/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	423													
53	51	76	76	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	6	5			
53	51	76	76	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	424													
53	51	153/2	153/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	#3				
53	51	153/2	153/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	425													
53	51	77	77	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	426													
54	52	155/2	155/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	427													
54	52	78	78	0.0	1/8	1/8	StaffText	3/8	1	1	0						"<font size=""10.5""/><font face=""SnellRoundhand BoldScript""/>doux"											
54	52	78	78	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	428													
54	52	313/4	313/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	429													
54	52	157/2	157/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	430													
54	52	315/4	315/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	431													
54	52	155/2	155/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	432													
54	52	311/4	311/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	433													
54	52	78	78	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	5/				
54	52	78	78	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	434													
54	52	313/4	313/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	435													
54	52	157/2	157/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	436													
54	52	315/4	315/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	437													
55	53	79	79	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	438													
55	53	159/2	159/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	439												6	
55	53	319/4	319/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	440													
55	53	80	80	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	441												7	
55	53	321/4	321/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	442													
55	53	79	79	0.0	0	0	FiguredBass	3/8	2	1	0												1/16	#6				
55	53	79	79	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	443													
55	53	317/4	317/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	444													
55	53	159/2	159/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	5/				
55	53	159/2	159/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	445													
55	53	80	80	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	446													
56	54	161/2	161/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	447												8	
56	54	323/4	323/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	448													
56	54	81	81	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	449												9	
56	54	325/4	325/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	450													
56	54	163/2	163/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	451	ornamentMordent												
56	54	161/2	161/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	452													
56	54	81	81	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	#3				
56	54	81	81	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	453													
56	54	163/2	163/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	6	4+	3		
56	54	163/2	163/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	454													
57	55	82	82	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	455													
57	55	329/4	329/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	456													
57	55	165/2	165/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	457	ornamentShortTrill												
57	55	333/4	333/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	458													
57	55	82	82	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	6	5			
57	55	82	82	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	459													
57	55	165/2	165/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	#3				
57	55	165/2	165/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	460													
57	55	83	83	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	461													
58	56	167/2	167/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	462													
58	56	84	84	0.0	1/8	1/8	StaffText	3/8	1	1	0						"<font size=""10.5""/><font face=""SnellRoundhand BoldScript""/>( Rondeau)"											
58	56	84	84	0.0	1/8	1/8	StaffText	3/8	1	1	0						"<font size=""10.5""/><font face=""SnellRoundhand BoldScript""/>fort"											
58	56	84	84	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	463													
58	56	169/2	169/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	464	ornamentShortTrill												
58	56	167/2	167/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	465													
