mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur	TextLine
114	110	165	165	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	993													
114	110	331/2	331/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	994	ornamentMordent												
114	110	329/2	329/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	995													
114	110	165	165	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	6				
114	110	165	165	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	996													
114	110	331/2	331/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	6				
114	110	331/2	331/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	997													
115	111	166	166	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	998	ornamentShortTrill												
115	111	665/4	665/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	999													
115	111	333/2	333/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	1000	ornamentShortTrill												
115	111	669/4	669/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1001													
115	111	166	166	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1002													
115	111	333/2	333/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1003													
115	111	167	167	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1004													
116	112	335/2	335/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1005													
116	112	168	168	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1006													
116	112	337/2	337/2	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	1007													
116	112	337/2	337/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1008													
116	112	335/2	335/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1009													
116	112	671/4	671/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1010													
116	112	168	168	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	5/				
116	112	168	168	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1011													
116	112	673/4	673/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1012													
116	112	337/2	337/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1013													
116	112	675/4	675/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1014													
117	113	169	169	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	1015													
117	113	169	169	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1016													
117	113	339/2	339/2	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura	1/8	1	1017													
117	113	339/2	339/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1018													
117	113	170	170	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	1019													
117	113	170	170	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1020													
117	113	169	169	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1021													
117	113	677/4	677/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1022													
117	113	339/2	339/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/4	7	5/_			
117	113	339/2	339/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1023													
117	113	679/4	679/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1024													
117	113	170	170	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1025													
117	113	681/4	681/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1026													
118	114	341/2	341/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1027	ornamentShortTrill												
118	114	171	171	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1028													
118	114	343/2	343/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1029													
118	114	341/2	341/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	#3_				
118	114	341/2	341/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1030													
118	114	683/4	683/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1031													
118	114	171	171	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	6				
118	114	171	171	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1032													
118	114	343/2	343/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	#6				
118	114	343/2	343/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1033													
119	115	172	172	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1034													
119	115	345/2	345/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	1035	ornamentShortTrill												
119	115	693/4	693/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1036													
119	115	172	172	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1037													
119	115	345/2	345/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	#3				
119	115	345/2	345/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1038													
119	115	173	173	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1039													
120	116	347/2	347/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1040													
120	116	174	174	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1041													
120	116	349/2	349/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1042	ornamentShortTrill												
120	116	347/2	347/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1043													
120	116	174	174	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1044													
120	116	349/2	349/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	5/				
120	116	349/2	349/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1045													
121	117	175	175	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	1046													
121	117	175	175	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1047													
121	117	351/2	351/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1048													
121	117	703/4	703/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1049													
121	117	176	176	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1050	ornamentShortTrill												
121	117	705/4	705/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1051													
121	117	175	175	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1052													
121	117	351/2	351/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1053													
121	117	176	176	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	6				
121	117	176	176	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1054													
122	118	353/2	353/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1055													
122	118	177	177	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1056													
122	118	355/2	355/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1057	ornamentMordent												
122	118	353/2	353/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1058													
122	118	177	177	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	6				
122	118	177	177	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1059													
122	118	355/2	355/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	6				
122	118	355/2	355/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1060													
123	119	178	178	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1061	ornamentShortTrill												
123	119	713/4	713/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1062													
123	119	357/2	357/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	1063	ornamentShortTrill												
123	119	717/4	717/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1064													
123	119	178	178	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1065													
123	119	357/2	357/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1066													
123	119	179	179	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1067													
124	120	359/2	359/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1068													
124	120	180	180	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1069													
124	120	361/2	361/2	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	1070													
124	120	361/2	361/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1071													
124	120	359/2	359/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1072													
124	120	719/4	719/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1073													
124	120	180	180	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/4	5/_				
124	120	180	180	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1074													
124	120	721/4	721/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1075													
124	120	361/2	361/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1076													
124	120	723/4	723/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1077													
125	121	181	181	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	1078													
125	121	181	181	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1079													
125	121	363/2	363/2	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura	1/8	1	1080													
125	121	363/2	363/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1081													
125	121	182	182	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	1082													
125	121	182	182	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1083													
125	121	181	181	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1084													
125	121	725/4	725/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1085													
125	121	363/2	363/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/4	7	5/_			
125	121	363/2	363/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1086													
125	121	727/4	727/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1087													
125	121	182	182	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1088													
125	121	729/4	729/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1089													
126	122	365/2	365/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1090	ornamentShortTrill												
126	122	183	183	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1091													
126	122	367/2	367/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1092													
126	122	365/2	365/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/16	#3				
126	122	365/2	365/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1093													
126	122	731/4	731/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1094													
126	122	183	183	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	6				
126	122	183	183	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1095													
126	122	367/2	367/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	#6				
126	122	367/2	367/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1096													
127	123	184	184	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1097													
127	123	369/2	369/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	1098	ornamentShortTrill												
127	123	741/4	741/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1099													
127	123	184	184	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1100													
127	123	369/2	369/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	#3				
127	123	369/2	369/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1101													
127	123	185	185	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1102													
128	124	371/2	371/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1103													
128	124	186	186	0.0	1/8	1/8	StaffText	3/8	1	1	0						"<font size=""10.5""/><font face=""SnellRoundhand BoldScript""/>(doux)"											
128	124	186	186	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1104													
128	124	373/2	373/2	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	1105													
128	124	373/2	373/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1106													
128	124	371/2	371/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1107													
128	124	743/4	743/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1108													
128	124	186	186	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/4	5/_				
128	124	186	186	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1109													
128	124	745/4	745/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1110													
128	124	373/2	373/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1111													
128	124	747/4	747/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1112													
129	125	187	187	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	1113													
129	125	187	187	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1114													
129	125	375/2	375/2	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura	1/8	1	1115													
129	125	375/2	375/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1116													
129	125	188	188	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	1117													
129	125	188	188	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1118													
129	125	187	187	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1119													
129	125	749/4	749/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1120													
129	125	375/2	375/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/4	7	5/_			
129	125	375/2	375/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1121													
129	125	751/4	751/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1122													
129	125	188	188	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1123													
129	125	753/4	753/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1124													
130	126	377/2	377/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1125	ornamentShortTrill												
130	126	189	189	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1126													
130	126	379/2	379/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1127													
130	126	377/2	377/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/16	#3				
130	126	377/2	377/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1128													
130	126	755/4	755/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1129													
130	126	189	189	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	6				
130	126	189	189	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1130													
130	126	379/2	379/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	#6				
130	126	379/2	379/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1131													
131	127	190	190	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1132													
131	127	381/2	381/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	1133	ornamentShortTrill												
131	127	765/4	765/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1134													
131	127	190	190	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1135													
131	127	381/2	381/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	#3				
131	127	381/2	381/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1136													
131	127	191	191	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1137													
132	128	383/2	383/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	1138													
132	128	383/2	383/2	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	1139													
132	128	383/2	383/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	1140													
