mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	thoroughbass_level_4	slur
15	13	111/2	111/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	234										
15	13	56	56	0.0	1/2	1/2	FiguredBass	4/4	2	1	0									1/4	_				
15	13	56	56	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	235										
15	13	113/2	113/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	236										
15	13	57	57	0.0	3/4	3/4	FiguredBass	4/4	2	1	0									1/2	6				
15	13	57	57	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	237	ornamentShortTrill									
15	13	115/2	115/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	238										
16	14	58	58	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	239	ornamentShortTrill									
16	14	117/2	117/2	0.0	1/8	1/8	Chord	4/4	1	1	0	appoggiatura	1/8	1	240										
16	14	117/2	117/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	241										
16	14	59	59	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	242	ornamentMordent									
16	14	119/2	119/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	243										
16	14	60	60	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	244										
16	14	60	60	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	245	ornamentMordent									
16	14	58	58	0.0	0	0	FiguredBass	4/4	2	1	0									1/4	_				
16	14	58	58	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	246										
16	14	117/2	117/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	247										
16	14	59	59	0.0	1/4	1/4	FiguredBass	4/4	2	1	0									1/8	6				
16	14	59	59	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	248	ornamentShortTrill									
16	14	119/2	119/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0									1/8	6				
16	14	119/2	119/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	249										
16	14	60	60	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	250										
16	14	121/2	121/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	251										
16	14	243/4	243/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	252										
16	14	61	61	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	253										
16	14	245/4	245/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	254										
16	14	123/2	123/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	255										
16	14	247/4	247/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	256										
17	15	62	62	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	257										
17	15	125/2	125/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	258										
17	15	251/4	251/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	259										
17	15	63	63	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	260										
17	15	253/4	253/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	261										
17	15	127/2	127/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	262										
17	15	255/4	255/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	263										
17	15	64	64	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	264	ornamentShortTrill									
17	15	129/2	129/2	0.0	5/8	5/8	Chord	4/4	1	1	0	appoggiatura	1/8	1	265										
17	15	129/2	129/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	266										
17	15	65	65	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	267	ornamentMordent									14
17	15	263/4	263/4	0.08333333333333333	15/16	15/16	Chord	4/4	1	1	1/48		1/32	2/3	268										14
17	15	395/6	395/6	0.08333333333333333	23/24	23/24	Chord	4/4	1	1	1/48		1/32	2/3	269										14
17	15	791/12	791/12	0.08333333333333333	47/48	47/48	Chord	4/4	1	1	1/48		1/32	2/3	270										
17	15	62	62	0.0	0	0	FiguredBass	4/4	2	1	0									1/4	7				
17	15	62	62	0.0	0	0	Chord	4/4	2	1	0	appoggiatura	1/8	1	271										
17	15	62	62	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	272	ornamentMordent									
17	15	63	63	0.0	1/4	1/4	FiguredBass	4/4	2	1	0									1/4	6	5			
17	15	64	64	0.0	1/2	1/2	FiguredBass	4/4	2	1	0									1/8	4+				
17	15	64	64	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	273										
17	15	129/2	129/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	274										
17	15	65	65	0.0	3/4	3/4	FiguredBass	4/4	2	1	0									1/4	6_				
17	15	65	65	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	275										
17	15	131/2	131/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	276										
17	15	62	62	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	277										
17	15	63	63	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	278										
17	15	64	64	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	279										
18	16	66	66	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	280										
18	16	66	66	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	281	ornamentMordent									15
18	16	67	67	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	282	ornamentShortTrill									
18	16	271/4	271/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	283										
18	16	68	68	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	284										
18	16	137/2	137/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	285	articStaccatoBelow									
18	16	69	69	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	286	ornamentMordent									
18	16	139/2	139/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	287	articStaccatoBelow									
18	16	66	66	0.0	0	0	FiguredBass	4/4	2	1	0									1/4	6	4_			
18	16	66	66	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	288										
18	16	133/2	133/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	289										
18	16	67	67	0.0	1/4	1/4	FiguredBass	4/4	2	1	0									1/8	3				
18	16	67	67	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	290										
18	16	135/2	135/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	291										
18	16	68	68	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	292										
19	17	70	70	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	293	ornamentMordent									
19	17	72	72	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	294										
19	17	145/2	145/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	295										
19	17	291/4	291/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	296										
19	17	73	73	0.0	3/4	3/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	297										
19	17	73	73	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	298	ornamentMordent									
19	17	141/2	141/2	0.0	1/8	1/8	FiguredBass	4/4	2	1	0									3/8	_				
19	17	141/2	141/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	299										
19	17	71	71	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	300	ornamentMordent									
19	17	143/2	143/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	301										
19	17	72	72	0.0	1/2	1/2	FiguredBass	4/4	2	1	0									1/4	7				
19	17	72	72	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	302	ornamentMordent									
19	17	73	73	0.0	3/4	3/4	FiguredBass	4/4	2	1	0									1/4	6_	4	3		
19	17	73	73	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	303										
19	17	147/2	147/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	304	ornamentShortTrill									
19	17	295/4	295/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	305										
20	18	74	74	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	306										
20	18	149/2	149/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	307										
20	18	299/4	299/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	308										
20	18	75	75	0.0	1/4	1/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	309										
20	18	75	75	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	310	ornamentMordent									
20	18	76	76	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	311										
20	18	153/2	153/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	312										
20	18	307/4	307/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	313										
20	18	77	77	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	314	ornamentShortTrill									
20	18	311/4	311/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	315										
20	18	74	74	0.0	0	0	FiguredBass	4/4	2	1	0									1/4	7				
20	18	74	74	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	316	ornamentMordent									
20	18	75	75	0.0	1/4	1/4	FiguredBass	4/4	2	1	0									1/4	6	4			
20	18	75	75	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	317										
20	18	151/2	151/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	318										
20	18	303/4	303/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	319										
20	18	76	76	0.0	1/2	1/2	FiguredBass	4/4	2	1	0									1/4	7				
20	18	76	76	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	320	ornamentMordent									
20	18	77	77	0.0	3/4	3/4	FiguredBass	4/4	2	1	0									1/4	5\				
20	18	77	77	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	321	ornamentShortTrill									
21	19	78	78	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	322	ornamentShortTrill									
21	19	157/2	157/2	0.0	1/8	1/8	Chord	4/4	1	1	0	appoggiatura	1/8	1	323										
21	19	157/2	157/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	324										
21	19	79	79	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	325	ornamentMordent									
21	19	159/2	159/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	326										
21	19	80	80	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	327										16
21	19	80	80	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	328	ornamentMordent									16
21	19	323/4	323/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	329										16
21	19	647/8	647/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	330										
21	19	81	81	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	331	ornamentShortTrill									
21	19	327/4	327/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	332										
21	19	78	78	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	333										
21	19	315/4	315/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	334										
21	19	79	79	0.0	1/4	1/4	FiguredBass	4/4	2	1	0									1/8	7				
21	19	79	79	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	335										
21	19	159/2	159/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0									3/8	5\_				
21	19	159/2	159/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	336										
21	19	80	80	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	337										
21	19	161/2	161/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	338										
21	19	81	81	0.0	3/4	3/4	FiguredBass	4/4	2	1	0									1/8	7				
21	19	81	81	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	339										
21	19	163/2	163/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0									1/8	7	#3			
21	19	163/2	163/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	340										
22	20	82	82	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	341										
22	20	82	82	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	342										
22	20	169/2	169/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	343										
22	20	85	85	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	344	ornamentMordent									
22	20	171/2	171/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	345										
22	20	82	82	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	346										
22	20	329/4	329/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	347										
22	20	165/2	165/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	348										
22	20	331/4	331/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	349										
22	20	83	83	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	350										
22	20	333/4	333/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	351										
22	20	167/2	167/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	352										
22	20	335/4	335/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	353										
22	20	84	84	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	354										
23	21	86	86	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	355										
23	21	86	86	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	356	ornamentMordent									
23	21	88	88	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	357										
23	21	177/2	177/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	358										
23	21	355/4	355/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	359										
23	21	89	89	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	360										
23	21	357/4	357/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	361										
23	21	179/2	179/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	362										
23	21	359/4	359/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	363										
23	21	86	86	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	364										
23	21	173/2	173/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	365										
23	21	347/4	347/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	366										
23	21	87	87	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	367										
23	21	349/4	349/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	368										
23	21	175/2	175/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	369	ornamentShortTrill									
23	21	351/4	351/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	370										
23	21	88	88	0.0	1/2	1/2	FiguredBass	4/4	2	1	0									1/4	7				
23	21	88	88	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	371	ornamentMordent									
23	21	89	89	0.0	3/4	3/4	FiguredBass	4/4	2	1	0									1/4	6	5			
24	22	90	90	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	372	ornamentShortTrill									
24	22	181/2	181/2	0.0	1/8	1/8	Chord	4/4	1	1	0	appoggiatura	1/8	1	373										
24	22	181/2	181/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	374										
24	22	91	91	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	375	ornamentMordent									
24	22	367/4	367/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	376										
24	22	92	92	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	377	ornamentMordent									17
24	22	93	93	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	378	ornamentShortTrill									
24	22	375/4	375/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	379										
24	22	90	90	0.0	0	0	FiguredBass	4/4	2	1	0									1/8	4+				
24	22	90	90	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	380										
24	22	181/2	181/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	381										
24	22	91	91	0.0	1/4	1/4	FiguredBass	4/4	2	1	0									1/4	6_				
24	22	91	91	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	382	ornamentShortTrill									
24	22	183/2	183/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	383										
24	22	92	92	0.0	1/2	1/2	FiguredBass	4/4	2	1	0									1/4	6	4_			
24	22	92	92	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	384										
24	22	185/2	185/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	385										
24	22	93	93	0.0	3/4	3/4	FiguredBass	4/4	2	1	0									1/8	3				
24	22	93	93	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	386										
24	22	187/2	187/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	387										
24	22	90	90	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	388										
25	23	94	94	4.0	0	0	Chord	4/4	1	1	1		1	1	389										
25	23	94	94	4.0	0	0	Chord	4/4	2	1	1		1	1	390										
