mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
19	17	97	0.5	1/8	1/8	Chord	3/2	1	1	1/8			1/8	1	256								
19	17	195/2	1.5	1/4	1/4	Chord	3/2	1	1	3/8			1/4	3/2	257	ornamentShortTrill							7
19	17	99	0.25	5/8	5/8	Chord	3/2	1	1	1/16			1/16	1	258								7
19	17	397/4	0.25	11/16	11/16	Chord	3/2	1	1	1/16			1/16	1	259								7
19	17	199/2	3.0	3/4	3/4	Chord	3/2	1	1	3/4			1/2	3/2	260								
19	17	199/2	2.0	3/4	3/4	Chord	3/2	1	2	1/2			1/2	1	261								
19	17	193/2	0.0	0	0	FiguredBass	3/2	2	1	0										1/4	#3		
19	17	193/2	2.0	0	0	Chord	3/2	2	1	1/2			1/2	1	262								
19	17	100	0.0	7/8	7/8	FiguredBass	3/2	2	1	0										1/8	#3		
19	17	100	0.5	7/8	7/8	Chord	3/2	2	1	1/8			1/8	1	263								
19	17	201/2	0.5	1	1	Chord	3/2	2	1	1/8			1/8	1	264								
19	17	101	0.5	9/8	9/8	Chord	3/2	2	1	1/8			1/8	1	265								
19	17	203/2	0.0	5/4	5/4	FiguredBass	3/2	2	1	0										1/8	5/		
19	17	203/2	0.5	5/4	5/4	Chord	3/2	2	1	1/8			1/8	1	266								
19	17	102	0.5	11/8	11/8	Chord	3/2	2	1	1/8			1/8	1	267								
19	17	193/2	1.0	0	0	Chord	3/2	2	2	1/4			1/4	1	268								
19	17	195/2	2.0	1/4	1/4	Chord	3/2	2	2	1/2			1/2	1	269								
20	18	205/2	0.5	0	0	Chord	3/2	1	1	1/8			1/8	1	270								
20	18	103	0.5	1/8	1/8	Chord	3/2	1	1	1/8			1/8	1	271								
20	18	207/2	0.5	1/4	1/4	Chord	3/2	1	1	1/8			1/8	1	272								
20	18	104	0.5	3/8	3/8	Chord	3/2	1	1	1/8			1/8	1	273								
20	18	209/2	0.5	1/2	1/2	Chord	3/2	1	1	1/8			1/8	1	274	ornamentShortTrill							
20	18	105	0.5	5/8	5/8	Chord	3/2	1	1	1/8			1/8	1	275								
20	18	211/2	1.0	3/4	3/4	Chord	3/2	1	1	1/4			1/4	1	276								8
20	18	213/2	1.0	1	1	Chord	3/2	1	1	1/4			1/4	1	277	ornamentMordent							
20	18	215/2	1.0	5/4	5/4	Chord	3/2	1	1	1/4			1/4	1	278								
20	18	205/2	1.5	0	0	Chord	3/2	2	1	3/8			1/4	3/2	279								
20	18	104	0.5	3/8	3/8	Chord	3/2	2	1	1/8			1/8	1	280								
20	18	209/2	0.5	1/2	1/2	Chord	3/2	2	1	1/8			1/8	1	281								
20	18	105	0.5	5/8	5/8	Chord	3/2	2	1	1/8			1/8	1	282								
20	18	211/2	0.0	3/4	3/4	FiguredBass	3/2	2	1	0										1/4	6		
20	18	211/2	1.0	3/4	3/4	Chord	3/2	2	1	1/4			1/4	1	283	ornamentShortTrill							
20	18	213/2	1.0	1	1	Chord	3/2	2	1	1/4			1/4	1	284								
20	18	215/2	0.0	5/4	5/4	FiguredBass	3/2	2	1	0										1/4	h7		
20	18	215/2	1.0	5/4	5/4	Chord	3/2	2	1	1/4			1/4	1	285								
20	18	205/2	1.0	0	0	Chord	3/2	2	2	1/4			1/4	1	286								
20	18	207/2	0.5	1/4	1/4	Chord	3/2	2	2	1/8			1/8	1	287								
21	19	217/2	2.0	0	0	Chord	3/2	1	1	1/2			1/2	1	288	ornamentShortTrill							
21	19	223/2	0.5	3/4	3/4	Chord	3/2	1	1	1/8			1/8	1	289								
21	19	112	0.5	7/8	7/8	Chord	3/2	1	1	1/8			1/8	1	290								
21	19	225/2	1.5	1	1	Chord	3/2	1	1	3/8			1/4	3/2	291	ornamentShortTrill							
21	19	114	0.5	11/8	11/8	Chord	3/2	1	1	1/8			1/8	1	292								
21	19	219/2	1.0	1/4	1/4	Chord	3/2	1	2	1/4			1/4	1	293								
21	19	225/2	0.0	1	1	FiguredBass	3/2	2	1	0										1/4	5/		
21	19	225/2	2.0	1	1	Chord	3/2	2	1	1/2			1/2	1	294	ornamentShortTrill							
21	19	217/2	0.5	0	0	Chord	3/2	2	2	1/8			1/8	1	295								
21	19	109	0.5	1/8	1/8	Chord	3/2	2	2	1/8			1/8	1	296								
21	19	219/2	0.5	1/4	1/4	Chord	3/2	2	2	1/8			1/8	1	297								
21	19	110	0.5	3/8	3/8	Chord	3/2	2	2	1/8			1/8	1	298								
21	19	221/2	0.5	1/2	1/2	Chord	3/2	2	2	1/8			1/8	1	299	ornamentShortTrill							
21	19	111	0.5	5/8	5/8	Chord	3/2	2	2	1/8			1/8	1	300								
21	19	223/2	0.5	3/4	3/4	Chord	3/2	2	2	1/8			1/8	1	301								
21	19	112	0.5	7/8	7/8	Chord	3/2	2	2	1/8			1/8	1	302								
21	19	225/2	1.0	1	1	Chord	3/2	2	2	1/4			1/4	1	303								
21	19	227/2	1.0	5/4	5/4	Chord	3/2	2	2	1/4			1/4	1	304								
22	20	229/2	1.0	0	0	Chord	3/2	1	1	1/4			1/4	1	305	ornamentShortTrill							
22	20	231/2	0.0	1/4	1/4	Chord	3/2	1	1	0	appoggiatura		1/8	1	306								
22	20	231/2	1.0	1/4	1/4	Chord	3/2	1	1	1/4			1/4	1	307								
22	20	233/2	0.0	1/2	1/2	Chord	3/2	1	1	0	appoggiatura		1/8	1	308								
22	20	233/2	0.0	1/2	1/2	Chord	3/2	1	1	0	appoggiatura		1/8	1	309								
22	20	233/2	1.0	1/2	1/2	Chord	3/2	1	1	1/4			1/4	1	310								9
22	20	235/2	0.5	3/4	3/4	Chord	3/2	1	1	1/8			1/8	1	311	ornamentShortTrill							
22	20	118	0.5	7/8	7/8	Chord	3/2	1	1	1/8			1/8	1	312								
22	20	237/2	1.0	1	1	Chord	3/2	1	1	1/4			1/4	1	313								
22	20	239/2	1.0	5/4	5/4	Chord	3/2	1	1	1/4			1/4	1	314	ornamentTurn							
22	20	235/2	0.0	3/4	3/4	FiguredBass	3/2	2	1	0										1/4	6	5	
22	20	239/2	1.0	5/4	5/4	Chord	3/2	2	1	1/4			1/4	1	315								
22	20	229/2	0.5	0	0	Chord	3/2	2	2	1/8			1/8	1	316								
22	20	115	0.5	1/8	1/8	Chord	3/2	2	2	1/8			1/8	1	317								
22	20	231/2	0.5	1/4	1/4	Chord	3/2	2	2	1/8			1/8	1	318	ornamentShortTrill							
22	20	116	0.5	3/8	3/8	Chord	3/2	2	2	1/8			1/8	1	319								
22	20	233/2	1.0	1/2	1/2	Chord	3/2	2	2	1/4			1/4	1	320								
22	20	235/2	1.0	3/4	3/4	Chord	3/2	2	2	1/4			1/4	1	321								
22	20	237/2	2.0	1	1	Chord	3/2	2	2	1/2			1/2	1	322								
23	21	241/2	3.0	0	0	Chord	3/2	1	1	3/4			1/2	3/2	323								
23	21	247/2	2.0	3/4	3/4	Chord	3/2	1	1	1/2			1/2	1	324								
23	21	241/2	0.5	0	0	Chord	3/2	1	2	1/8			1/8	1	325								
23	21	121	0.5	1/8	1/8	Chord	3/2	1	2	1/8			1/8	1	326								
23	21	243/2	2.0	1/4	1/4	Chord	3/2	1	2	1/2			1/2	1	327								
23	21	247/2	2.0	3/4	3/4	Chord	3/2	1	2	1/2			1/2	1	328								
23	21	241/2	3.0	0	0	Chord	3/2	2	1	3/4			1/2	3/2	329	ornamentMordent							
23	21	247/2	2.0	3/4	3/4	Chord	3/2	2	1	1/2			1/2	1	330	ornamentMordent							
23	21	241/2	1.5	0	0	Chord	3/2	2	2	3/8			1/4	3/2	331								
23	21	122	0.5	3/8	3/8	Chord	3/2	2	2	1/8			1/8	1	332								
23	21	245/2	1.0	1/2	1/2	Chord	3/2	2	2	1/4			1/4	1	333								
23	21	247/2	2.0	3/4	3/4	Chord	3/2	2	2	1/2			1/2	1	334								
