mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur	TextLine
12	11	175/4	175/4	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	245												
13	12	177/4	177/4	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	246												
13	12	91/2	91/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	247												
13	12	183/4	183/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	248												
13	12	46	46	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	249												
13	12	185/4	185/4	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	250	ornamentShortTrill											
13	12	47	47	0.08333333333333333	11/16	11/16	Chord	4/4	1	1	1/48		1/32	2/3	251											15	
13	12	565/12	565/12	0.08333333333333333	17/24	17/24	Chord	4/4	1	1	1/48		1/32	2/3	252											15	
13	12	283/6	283/6	0.08333333333333333	35/48	35/48	Chord	4/4	1	1	1/48		1/32	2/3	253												
13	12	189/4	189/4	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	254	ornamentShortTrill											
13	12	48	48	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	255												
13	12	177/4	177/4	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	256												
13	12	183/4	183/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	257												
13	12	185/4	185/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	258												
13	12	187/4	187/4	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	259												
13	12	189/4	189/4	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	260												
13	12	177/4	177/4	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	261												
13	12	179/4	179/4	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	262												
13	12	181/4	181/4	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	263												
13	12	183/4	183/4	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	264												
13	12	185/4	185/4	1.5	1/2	1/2	Chord	4/4	2	2	3/8		1/4	3/2	265												
13	12	191/4	191/4	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	266												
14	13	193/4	193/4	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	267	ornamentShortTrill										16	
14	13	49	49	0.08333333333333333	3/16	3/16	Chord	4/4	1	1	1/48		1/32	2/3	268											16	
14	13	589/12	589/12	0.08333333333333333	5/24	5/24	Chord	4/4	1	1	1/48		1/32	2/3	269											16	
14	13	295/6	295/6	0.08333333333333333	11/48	11/48	Chord	4/4	1	1	1/48		1/32	2/3	270											16	
14	13	197/4	197/4	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	271	ornamentShortTrill										16	
14	13	50	50	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	272												
14	13	201/4	201/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	273	ornamentShortTrill											
14	13	203/4	203/4	0.0	5/8	5/8	Chord	4/4	1	1	0	appoggiatura	1/8	1	274												
14	13	203/4	203/4	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	275												
14	13	205/4	205/4	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	276	ornamentMordent											
14	13	52	52	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	277												
14	13	193/4	193/4	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	278												
14	13	195/4	195/4	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	279												
14	13	197/4	197/4	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	280												
14	13	201/4	201/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	281												
14	13	203/4	203/4	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	282												
14	13	205/4	205/4	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	283												
14	13	193/4	193/4	1.5	0	0	Chord	4/4	2	2	3/8		1/4	3/2	284												
14	13	199/4	199/4	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	285												
14	13	201/4	201/4	1.5	1/2	1/2	Chord	4/4	2	2	3/8		1/4	3/2	286												
14	13	207/4	207/4	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	287												
15	14	209/4	209/4	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	288	ornamentShortTrill											
15	14	211/4	211/4	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	289												
15	14	213/4	213/4	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	290	ornamentMordent											
15	14	217/4	217/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	291												
15	14	219/4	219/4	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	292												
15	14	221/4	221/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	293											17	
15	14	111/2	111/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	294												
15	14	223/4	223/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	295											18	
15	14	56	56	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	296												
15	14	209/4	209/4	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	297												
15	14	217/4	217/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	298												
15	14	209/4	209/4	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	299												
15	14	215/4	215/4	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	300												
15	14	217/4	217/4	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	301												
15	14	223/4	223/4	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	302												
16	15	225/4	225/4	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	303												
16	15	225/4	225/4	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	304	ornamentMordent											
16	15	227/4	227/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	305												
16	15	57	57	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	306												
16	15	229/4	229/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	307											19	
16	15	115/2	115/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	308											19	
16	15	231/4	231/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	309											19	
16	15	58	58	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	310												
16	15	233/4	233/4	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	311	ornamentMordent										20	
16	15	237/4	237/4	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	312	ornamentShortTrill											
16	15	60	60	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	313												
16	15	235/4	235/4	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	314											21	
16	15	237/4	237/4	0.75	3/4	3/4	Chord	4/4	1	2	3/16		1/8	3/2	315												
16	15	60	60	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	316												
16	15	227/4	227/4	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	317												
16	15	229/4	229/4	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	318												
16	15	233/4	233/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	319												
16	15	237/4	237/4	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	320												
16	15	225/4	225/4	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	321												
16	15	229/4	229/4	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	322												
16	15	231/4	231/4	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	323												
16	15	233/4	233/4	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	324												
16	15	235/4	235/4	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	325	ornamentTurn											
16	15	237/4	237/4	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	326												
16	15	239/4	239/4	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	327												
17	16	241/4	241/4	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	328												
17	16	243/4	243/4	0.0	1/8	1/8	StaffText	4/4	1	1	0						"<font size=""10.5""/><font face=""SnellRoundhand BoldScript""/>doux"										
17	16	243/4	243/4	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	329												
17	16	245/4	245/4	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	330	ornamentMordent											
17	16	249/4	249/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	331												
17	16	251/4	251/4	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	332												
17	16	253/4	253/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	333											22	
17	16	127/2	127/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	334												
17	16	255/4	255/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	335											23	
17	16	64	64	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	336												
17	16	241/4	241/4	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	337											24	
17	16	243/4	243/4	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	338	ornamentShortTrill											
17	16	61	61	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	339												
17	16	245/4	245/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	340												
17	16	247/4	247/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	341												
17	16	249/4	249/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	342												
17	16	249/4	249/4	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	343												
17	16	255/4	255/4	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	344												
18	17	257/4	257/4	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	345												
18	17	257/4	257/4	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	346	ornamentMordent											
18	17	259/4	259/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	347												
18	17	65	65	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	348												
18	17	261/4	261/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	349											25	
18	17	131/2	131/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	350											25	
18	17	263/4	263/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	351											25	
18	17	66	66	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	352												
18	17	265/4	265/4	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	353	ornamentMordent										26	
18	17	269/4	269/4	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	354	ornamentShortTrill											
18	17	68	68	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	355												
18	17	267/4	267/4	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	356											27	
18	17	269/4	269/4	0.75	3/4	3/4	Chord	4/4	1	2	3/16		1/8	3/2	357												
18	17	68	68	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	358												
18	17	259/4	259/4	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	359												
18	17	261/4	261/4	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	360												
18	17	265/4	265/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	361												
18	17	269/4	269/4	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	362												
18	17	257/4	257/4	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	363												
18	17	261/4	261/4	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	364												
18	17	263/4	263/4	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	365												
18	17	265/4	265/4	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	366												
18	17	267/4	267/4	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	367	ornamentTurn											
18	17	269/4	269/4	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	368												
18	17	271/4	271/4	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	369												
19	18	273/4	273/4	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	370												
19	18	273/4	273/4	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	371	ornamentMordent											
19	18	273/4	273/4	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	372												
19	18	277/4	277/4	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	373												
