mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	thoroughbass_level_4	slur
19	16	96	0.5	2	11/8	11/8	Chord	6/4	2	1	1/8			1/8	1	233										
20	17	193/2	1.5		0	0	Chord	6/4	1	1	3/8			1/4	3/2	234										
20	17	98	0.5		3/8	3/8	Chord	6/4	1	1	1/8			1/8	1	235										
20	17	197/2	0.0		1/2	1/2	Chord	6/4	1	1	0	appoggiatura		1/8	1	236										
20	17	197/2	1.0		1/2	1/2	Chord	6/4	1	1	1/4			1/4	1	237										
20	17	199/2	0.25		3/4	3/4	Chord	6/4	1	1	1/16			1/16	1	238										13
20	17	399/4	0.5		13/16	13/16	Chord	6/4	1	1	1/8			1/8	1	239										13
20	17	401/4	0.25		15/16	15/16	Chord	6/4	1	1	1/16			1/16	1	240										
20	17	201/2	1.5		1	1	Chord	6/4	1	1	3/8			1/4	3/2	241	ornamentShortTrill									
20	17	102	0.5		11/8	11/8	Chord	6/4	1	1	1/8			1/8	1	242										
20	17	193/2	0.0		0	0	FiguredBass	6/4	2	1	0										3/8	7	h5	3	2	
20	17	193/2	1.5		0	0	Chord	6/4	2	1	3/8			1/4	3/2	243										
20	17	98	0.0		3/8	3/8	FiguredBass	6/4	2	1	0										1/8	6				
20	17	98	0.5		3/8	3/8	Chord	6/4	2	1	1/8			1/8	1	244										
20	17	197/2	0.0		1/2	1/2	FiguredBass	6/4	2	1	0										1/4	_				
20	17	197/2	0.5		1/2	1/2	Chord	6/4	2	1	1/8			1/8	1	245										
20	17	99	0.5		5/8	5/8	Chord	6/4	2	1	1/8			1/8	1	246										
20	17	199/2	0.0		3/4	3/4	FiguredBass	6/4	2	1	0										1/4	6	5	h3		
20	17	199/2	1.0		3/4	3/4	Chord	6/4	2	1	1/4			1/4	1	247										
20	17	201/2	0.0		1	1	FiguredBass	6/4	2	1	0										1/2	h3_				
20	17	201/2	1.0		1	1	Chord	6/4	2	1	1/4			1/4	1	248										
20	17	203/2	0.0		5/4	5/4	FiguredBass	6/4	2	1	0										1/4	7				
20	17	203/2	1.0		5/4	5/4	Chord	6/4	2	1	1/4			1/4	1	249										
21	18	205/2	3.0		0	0	Chord	6/4	1	1	3/4			1/2	3/2	250										
21	18	211/2	2.0		3/4	3/4	Chord	6/4	1	1	1/2			1/2	1	251										
21	18	205/2	3.0		0	0	Chord	6/4	2	1	3/4			1/2	3/2	252										
21	18	211/2	2.0		3/4	3/4	Chord	6/4	2	1	1/2			1/2	1	253										
