mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	thoroughbass_level_4	slur
24	24	94	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	278	ornamentShortTrill									
24	24	191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	279										
24	24	92	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	280										14
24	24	94	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	281	ornamentShortTrill									
24	24	191/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	282										
24	24	92	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	7	5	2_		
24	24	92	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	283										
24	24	185/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	284										
24	24	93	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	285										
24	24	187/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	286										
24	24	94	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	#3				
24	24	94	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	287										
25	25	96	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	288										
25	25	193/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	289										
25	25	97	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	290										
25	25	195/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	291										
25	25	98	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	292										
25	25	96	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	293										
25	25	98	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	294										
25	25	197/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	295										
25	25	99	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	296										
25	25	199/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	297										
25	25	96	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	298										
25	25	98	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	299										
26	26	100	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	300										
26	26	201/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	301										
26	26	101	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	302										
26	26	203/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	303										
26	26	102	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	304										
26	26	100	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	305										
26	26	102	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	306										
26	26	205/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	307										
26	26	103	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	308										
26	26	207/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	309										
26	26	100	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	6	5/			
26	26	100	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	310										
26	26	102	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	311										
27	27	104	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	312										
27	27	209/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	313										
27	27	105	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	314										
27	27	211/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	315										
27	27	106	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	316										
27	27	104	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	317										
27	27	106	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	318										
27	27	213/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	319										
27	27	107	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	320										
27	27	215/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	321										
27	27	104	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	6	5			
27	27	104	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	322										
27	27	106	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	5/				
27	27	106	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	323										
28	28	108	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	324										
28	28	217/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	325										
28	28	109	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	326										
28	28	219/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	327										
28	28	110	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	328										
28	28	108	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	329										
28	28	110	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	330										
28	28	221/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	331										
28	28	111	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	332										
28	28	223/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	333										
28	28	108	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	3	2			
28	28	108	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	334										
28	28	110	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	3				
28	28	110	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	335										
29	29	112	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	336										
29	29	225/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	337										
29	29	113	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	338										
29	29	227/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	339										
29	29	114	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	340										
29	29	229/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	341										
29	29	115	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	342										
29	29	231/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	343										
29	29	112	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	344	ornamentShortTrill									
29	29	114	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	345										
29	29	112	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	5	4			
29	29	112	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	346										
29	29	114	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	3				
29	29	114	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	347										
30	30	116	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	348										
30	30	118	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	349	ornamentShortTrill									
30	30	116	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	350										
30	30	118	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	351										
30	30	116	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	3	2_			
30	30	116	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	352										
30	30	233/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	353										
30	30	117	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	354										
30	30	235/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	355										
30	30	118	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	6_				
30	30	118	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	356										
30	30	237/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	357										
30	30	119	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	358										
30	30	239/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	359										
31	31	120	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	360										
31	31	122	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	361										
31	31	120	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	362										
31	31	122	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	363										
31	31	120	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	5	4_			
31	31	120	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	364										
31	31	241/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	365										
31	31	121	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	366										
31	31	243/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	367										
31	31	122	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	6_				
31	31	122	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	368										
31	31	245/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	369										
31	31	123	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	370										
31	31	247/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	371										
32	32	124	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	372										
32	32	126	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	373										
32	32	124	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	374										
32	32	126	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	375										
32	32	124	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	5	4_			
32	32	124	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	376										
32	32	249/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	377										
32	32	125	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	378										
32	32	251/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	379										
32	32	126	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	3_				
32	32	126	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	380										
32	32	253/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	381										
32	32	127	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	382										
32	32	255/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	383										
33	33	128	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	384										
33	33	130	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	385	ornamentShortTrill									
33	33	263/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	386										
33	33	128	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	387	ornamentShortTrill									
33	33	129	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	388										
33	33	130	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	389										
33	33	128	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	7_				
33	33	128	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	390										
33	33	257/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	391										
33	33	129	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	392										
33	33	259/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	393										
33	33	130	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	3_				
33	33	130	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	394										
33	33	261/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	395										
33	33	131	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	396										
33	33	263/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	397										
34	34	132	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	398										15
34	34	134	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	399	ornamentShortTrill									
34	34	271/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	400										
34	34	132	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	401										16
34	34	134	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	402	ornamentShortTrill									
34	34	271/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	403										
34	34	132	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	6	4_			
34	34	132	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	404										
34	34	265/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	405										
34	34	133	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	406										
34	34	267/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	407										
34	34	134	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	3				
34	34	134	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	408										
35	35	136	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	409										
35	35	273/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	410										
35	35	137	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	411										
35	35	275/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	412										
35	35	138	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	413										
35	35	277/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	414										
35	35	139	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	415										
35	35	279/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	416										
35	35	136	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	417										
35	35	136	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	418										
36	36	140	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	419										
36	36	142	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	420										
36	36	140	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	421										
36	36	281/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	422										
36	36	141	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	423										
36	36	283/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	424										
36	36	142	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	425										
36	36	285/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	426										
36	36	143	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	427										
36	36	287/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	428										
37	37	144	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	429										
37	37	146	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	430										
37	37	144	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	431										
37	37	289/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	432										
37	37	145	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	433										
37	37	291/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	434										
37	37	146	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	435										
37	37	293/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	436										
37	37	147	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	437										
37	37	295/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	438										
37	37	144	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	7				
37	37	144	4.0	0	0	Chord	4/4	3	1	1			1	1	439										
37	37	146	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	6				
38	38	148	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	440										
38	38	150	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	441										
38	38	148	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	442										
38	38	297/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	443										
38	38	149	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	444										
38	38	299/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	445										
38	38	150	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	446										
38	38	301/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	447										
38	38	151	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	448										
38	38	303/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	449										
38	38	148	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	7				
38	38	148	4.0	0	0	Chord	4/4	3	1	1			1	1	450										
38	38	150	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	6	4			
39	39	152	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	451										
39	39	154	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	452										
39	39	152	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	453										
39	39	305/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	454										
39	39	153	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	455										
39	39	307/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	456										
39	39	154	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	457										
39	39	309/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	458										
39	39	155	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	459										
39	39	311/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	460										
39	39	152	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	7				
39	39	152	4.0	0	0	Chord	4/4	3	1	1			1	1	461										
39	39	154	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	6				
40	40	156	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	462										
40	40	158	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	463										
40	40	156	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	464										
40	40	313/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	465										
40	40	157	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	466										
40	40	315/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	467										
40	40	158	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	468										
40	40	317/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	469										
40	40	159	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	470										
40	40	319/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	471										
40	40	156	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	7				
40	40	156	4.0	0	0	Chord	4/4	3	1	1			1	1	472										
40	40	158	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	6				
41	41	160	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	473										17
41	41	162	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	474	ornamentShortTrill									
41	41	160	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	475										
41	41	321/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	476										
41	41	161	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	477										
41	41	323/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	478										
41	41	162	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	479										
41	41	325/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	480										
41	41	163	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	481										
41	41	327/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	482										
41	41	160	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	7				
41	41	160	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	483										
41	41	162	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	6				
41	41	162	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	484	ornamentShortTrill									
42	42	164	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	485	ornamentPrecompSlide									
42	42	329/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	486										
42	42	165	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	487										
42	42	331/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	488										
42	42	166	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	489										
42	42	333/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	490										
42	42	167	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	491										
42	42	335/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	492										
42	42	164	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	493	ornamentShortTrill									
42	42	166	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	494										
42	42	164	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	495										
43	43	168	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	496										
43	43	337/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	497										
43	43	169	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	498										
43	43	339/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	499										
43	43	170	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	500										
43	43	341/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	501										
43	43	171	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	502										
43	43	343/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	503										
43	43	168	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	504										
43	43	170	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	505										
43	43	168	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	7				
43	43	168	4.0	0	0	Chord	4/4	3	1	1			1	1	506										
43	43	170	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	6				
44	44	172	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	507	ornamentShortTrill									
44	44	345/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	508										
44	44	173	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	509										
44	44	347/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	510										
44	44	174	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	511										
44	44	349/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	512										
44	44	175	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	513										
44	44	351/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	514										
44	44	172	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	515										
44	44	174	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	516										
44	44	172	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	7				
44	44	172	4.0	0	0	Chord	4/4	3	1	1			1	1	517										
44	44	174	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	6				
45	45	176	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	518	ornamentShortTrill									
45	45	353/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	519										
45	45	177	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	520										
45	45	355/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	521										
45	45	178	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	522										
45	45	357/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	523										
45	45	179	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	524										
45	45	359/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	525										
45	45	176	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	526										
45	45	177	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	527										
45	45	178	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	528										
45	45	176	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	7				
45	45	176	4.0	0	0	Chord	4/4	3	1	1			1	1	529										
45	45	178	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	6				
46	46	180	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	530										
46	46	361/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	531										
46	46	181	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	532										
46	46	363/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	533										
46	46	182	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	534										
46	46	365/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	535										
46	46	183	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	536										
46	46	367/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	537										
46	46	180	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	538										18
46	46	182	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	539	ornamentShortTrill									
46	46	180	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	7				
46	46	180	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	540										
46	46	182	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	#6				
46	46	182	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	541	ornamentShortTrill									
47	47	184	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	542	ornamentShortTrill									
47	47	369/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	543										
47	47	185	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	544										
47	47	371/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	545										
47	47	186	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	546										
47	47	373/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	547										
47	47	187	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	548										
47	47	375/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	549										
47	47	184	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	550										
47	47	184	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	551										
48	48	188	4.0	0	0	Chord	4/4	1	1	1			1	1	552										
48	48	188	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	553										
48	48	377/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	554										
48	48	189	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	555										
48	48	379/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	556										
48	48	190	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	557										
48	48	381/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	558										
48	48	191	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	559										
48	48	383/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	560										
49	49	192	4.0	0	0	Chord	4/4	1	1	1			1	1	561										
49	49	192	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	562										
